batch_idx,sample_idx,pred_angle,gt_angle,abs_error,global_idx,max_prob,entropy,prediction_variance,peak_sharpness,local_concentration,is_actual_failure,predicted_failure
26,2,183.0,180.0,3.0,106,0.023165363818407,5.077389240264893,1.9817094653262757e-05,1.0108003616333008,0.3768221437931061,0,1
26,3,183.0,180.0,3.0,107,0.0459750182926654,3.958938598632813,6.496462447103113e-05,1.0275557041168213,0.6610050797462463,0,1
27,0,49.0,180.0,131.0,108,0.0160160325467586,4.958483695983887,1.706668990664184e-05,1.0643537044525146,0.2867332100868225,1,1
27,2,181.0,180.0,1.0,110,0.0405569411814212,4.117871284484863,5.463246998260729e-05,1.012079834938049,0.6099799871444702,0,1
27,3,64.0,180.0,116.0,111,0.0127287721261382,4.975120544433594,1.4457146789936814e-05,1.0377215147018433,0.2365926802158355,1,1
28,1,181.0,180.0,1.0,113,0.047304768115282,4.017054557800293,6.305801070993766e-05,1.0652774572372437,0.6563649773597717,0,1
28,2,176.0,180.0,4.0,114,0.0350134931504726,4.272373676300049,4.581613393384032e-05,1.0314788818359375,0.5586841702461243,0,1
29,0,20.0,180.0,160.0,116,0.0252780746668577,4.460115432739258,3.711715180543251e-05,1.0252217054367063,0.4638840556144714,1,1
29,3,188.0,180.0,8.0,119,0.0378547199070453,4.08165979385376,5.610725565929897e-05,1.0160397291183472,0.6258857846260071,0,1
30,3,185.0,180.0,5.0,123,0.040343165397644,4.083946228027344,5.567573680309579e-05,1.004732370376587,0.6184829473495483,0,1
31,0,106.0,180.0,74.0,124,0.0072880065999925,5.4720587730407715,5.024925485486165e-06,1.0422186851501465,0.1363734304904937,1,1
31,1,183.0,180.0,3.0,125,0.0323442183434963,4.415161609649658,4.164926576777361e-05,1.0390762090682983,0.5309306383132935,0,1
31,2,183.0,180.0,3.0,126,0.037989567965269,4.139122009277344,5.144967508385889e-05,1.0187054872512815,0.5860337018966675,0,1
32,2,151.0,180.0,29.0,130,0.0133715746924281,5.173410415649414,1.2790575055987574e-05,1.0293642282485962,0.2477899044752121,0,1
32,3,182.0,180.0,2.0,131,0.014076218008995,5.331640720367432,1.001732744043693e-05,1.025750756263733,0.2521770000457763,0,1
33,2,182.0,180.0,2.0,134,0.0402993932366371,4.0985918045043945,5.6572600442450494e-05,1.008001685142517,0.6242552995681763,0,1
33,3,67.0,180.0,113.0,135,0.0154826156795024,5.00063943862915,1.6338044588337652e-05,1.011570692062378,0.2959563136100769,1,1
34,0,194.0,195.0,1.0,136,0.0283905155956745,4.580381870269775,3.641967123257928e-05,1.0210527181625366,0.4940685033798218,0,1
34,1,50.0,195.0,145.0,137,0.0113544827327132,5.115097999572754,1.2378136489132883e-05,1.0266249179840088,0.2161766290664672,1,1
34,2,97.0,195.0,98.0,138,0.0160191506147384,4.763321399688721,2.2037458620616235e-05,1.0026510953903198,0.2969289422035217,1,1
34,3,69.0,195.0,126.0,139,0.0258757583796978,4.365838527679443,3.850924258586019e-05,1.0023627281188965,0.4886369407176971,1,1
35,1,45.0,195.0,150.0,141,0.011518070474267,5.092482089996338,1.2534382221929263e-05,1.0733641386032104,0.2058202773332595,1,1
35,2,103.0,195.0,92.0,142,0.0291389990597963,4.332330703735352,4.18567105953116e-05,1.0293781757354736,0.5292453765869141,1,1
35,3,89.0,195.0,106.0,143,0.0119249681010842,5.27529239654541,1.0550928891461808e-05,1.0135080814361572,0.2285184562206268,1,1
36,0,80.0,195.0,115.0,144,0.0327364280819892,4.362044811248779,4.259773777448572e-05,1.021048665046692,0.5337982177734375,1,1
36,1,23.0,195.0,172.0,145,0.0395624972879886,3.98764967918396,5.787639747723006e-05,1.0413964986801147,0.6262924671173096,1,1
36,2,39.0,195.0,156.0,146,0.0305489767342805,4.348800182342529,4.084266038262285e-05,1.0259664058685305,0.5022114515304565,1,1
37,0,44.0,195.0,151.0,148,0.0128780584782361,5.147715091705322,1.2523220902949106e-05,1.0033539533615112,0.2471631020307541,1,1
37,1,199.0,195.0,4.0,149,0.0479249842464923,3.994015693664551,6.281541573116556e-05,1.027764916419983,0.6526371836662292,0,1
37,2,194.0,195.0,1.0,150,0.0213325321674346,4.984827518463135,1.9329105271026492e-05,1.0121281147003174,0.3513723313808441,0,1
37,3,17.0,195.0,178.0,151,0.0227552223950624,4.479033470153809,3.4057946322718635e-05,1.004180669784546,0.4372264742851257,1,1
38,0,102.0,195.0,93.0,152,0.0208301190286874,4.672813415527344,2.6852636437979527e-05,1.0197510719299316,0.3918191492557525,1,1
38,1,42.0,195.0,153.0,153,0.0133555438369512,5.0764360427856445,1.4179649042489473e-05,1.014150857925415,0.2380895614624023,1,1
38,2,191.0,195.0,4.0,154,0.0167034156620502,5.10573148727417,1.5998462913557887e-05,1.0403107404708862,0.3204160928726196,0,1
38,3,199.0,195.0,4.0,155,0.0274902321398258,4.503644943237305,3.5716766433324665e-05,1.001245141029358,0.4802427887916565,0,1
39,0,194.0,195.0,1.0,156,0.0425979457795619,3.978249073028565,6.387032772181556e-05,1.0109026432037354,0.6604388952255249,0,1
39,2,45.0,195.0,150.0,158,0.0174837689846754,4.750424385070801,2.188497455790639e-05,1.0282431840896606,0.3251474499702453,1,1
39,3,49.0,195.0,146.0,159,0.0170140359550714,4.972720146179199,1.6754676835262217e-05,1.0973353385925293,0.2903928160667419,1,1
40,0,194.0,195.0,1.0,160,0.0205598268657922,4.914045333862305,2.2044019715394825e-05,1.011745810508728,0.3779721856117248,0,1
40,1,49.0,195.0,146.0,161,0.0099818259477615,5.349819183349609,7.884819751780014e-06,1.0558699369430542,0.1843459904193878,1,1
40,2,78.0,195.0,117.0,162,0.010675392113626,5.428864002227783,7.3962069109256845e-06,1.0067583322525024,0.2079831808805465,1,1
40,3,49.0,195.0,146.0,163,0.0190304294228553,4.790034770965576,2.2058680769987404e-05,1.010685682296753,0.3430043458938598,1,1
41,0,137.0,195.0,58.0,164,0.0070425472222268,5.441129207611084,5.3460644267033786e-06,1.001782774925232,0.1382211744785308,1,1
41,2,26.0,195.0,169.0,166,0.0140195498242974,5.156721115112305,1.3325711734069046e-05,1.003041386604309,0.2608252763748169,1,1
41,3,44.0,195.0,151.0,167,0.0221392828971147,4.589503288269043,2.8850932721979916e-05,1.0166065692901611,0.4069785177707672,1,1
42,1,74.0,195.0,121.0,169,0.0276633631438016,4.435220241546631,3.833727168967016e-05,1.0164169073104858,0.4973931610584259,1,1
43,1,81.0,195.0,114.0,173,0.0187453124672174,4.920416831970215,2.1450654458021745e-05,1.0152965784072876,0.3584894835948944,1,1
43,2,39.0,195.0,156.0,174,0.0269728936254978,4.453052997589111,3.4358814446022734e-05,1.0653914213180542,0.4534809589385986,1,1
44,0,179.0,195.0,16.0,176,0.0117233013734221,5.024914741516113,1.4430497685680166e-05,1.0048176050186155,0.2241708934307098,0,1
44,1,155.0,195.0,40.0,177,0.0270459819585084,4.447725296020508,3.737005317816511e-05,1.009202480316162,0.4786350131034851,1,1
44,2,75.0,195.0,120.0,178,0.0156550668179988,4.969853401184082,1.7416919945389964e-05,1.0589120388031006,0.293789267539978,1,1
44,3,194.0,195.0,1.0,179,0.0179209671914577,5.101384162902832,1.4672980796603952e-05,1.0084545612335205,0.2921733260154724,0,1
45,0,9.0,195.0,174.0,180,0.0161843970417976,5.166909217834473,1.4622268281527797e-05,1.003157377243042,0.2918575704097748,1,1
45,1,196.0,195.0,1.0,181,0.0242294874042272,4.828542232513428,2.740564741543494e-05,1.047214150428772,0.4277977645397186,0,1
45,3,197.0,195.0,2.0,183,0.0427718088030815,4.100340843200684,5.660176248056814e-05,1.0405009984970093,0.6236958503723145,0,1
46,0,3.0,195.0,168.0,184,0.0221229549497365,4.8257856369018555,2.357796074647922e-05,1.0031228065490725,0.3191554546356201,1,1
46,1,42.0,195.0,153.0,185,0.0200102869421243,4.716955184936523,2.5071729396586303e-05,1.0050073862075806,0.3735086917877197,1,1
46,2,106.0,195.0,89.0,186,0.0077204657718539,5.367183685302734,6.701380698359571e-06,1.0019291639328003,0.1489965468645095,1,1
47,0,56.0,195.0,139.0,188,0.0247809421271085,4.5104475021362305,3.249743895139545e-05,1.0209801197052002,0.4431120455265045,1,1
47,2,108.0,195.0,87.0,190,0.0239587612450122,4.598352432250977,3.0918712582206354e-05,1.0581002235412598,0.4253272414207458,1,1
47,3,183.0,195.0,12.0,191,0.0228261388838291,4.613943099975586,2.8950338673894297e-05,1.0462532043457031,0.405022531747818,0,1
48,1,90.0,195.0,105.0,193,0.0165414419025182,4.989414215087891,1.7694977941573597e-05,1.0190680027008057,0.305523931980133,1,1
48,3,94.0,195.0,101.0,195,0.0166601277887821,5.000888824462891,1.7829337593866512e-05,1.003247618675232,0.3178772926330566,1,1
49,0,31.0,195.0,164.0,196,0.0222709123045206,4.524750709533691,3.183911758242175e-05,1.0014704465866089,0.4233071804046631,1,1
49,2,12.0,195.0,177.0,198,0.010245643556118,5.097994327545166,1.2308056284382474e-05,1.002063512802124,0.1957592964172363,1,1
50,0,103.0,195.0,92.0,200,0.0102223567664623,5.191902160644531,1.054652329912642e-05,1.0225692987442017,0.1984416991472244,1,1
50,1,27.0,195.0,168.0,201,0.0265750177204608,4.336236000061035,3.949709935113788e-05,1.012058973312378,0.488558828830719,1,1
50,2,131.0,195.0,64.0,202,0.0105418069288134,5.231362342834473,1.0253533218929078e-05,1.0094536542892456,0.2083059549331665,1,1
50,3,131.0,195.0,64.0,203,0.0119837960228323,5.158216953277588,1.136444006988313e-05,1.0138098001480105,0.2202090322971344,1,1
51,0,76.0,195.0,119.0,204,0.0330165587365627,4.323480606079102,4.685250314651057e-05,1.0264347791671753,0.5737003087997437,1,1
51,2,42.0,195.0,153.0,206,0.0158508233726024,4.769618511199951,2.1839450710103847e-05,1.025737762451172,0.2991841733455658,1,1
52,0,28.0,195.0,167.0,208,0.0141216423362493,4.909916877746582,1.798881567083299e-05,1.0114752054214478,0.2666869163513183,1,1
52,1,1.0,195.0,166.0,209,0.0101373670622706,5.3629841804504395,7.06905530023505e-06,1.0106617212295532,0.1691169440746307,1,1
52,2,74.0,195.0,121.0,210,0.0085934335365891,5.389500617980957,7.13022427589749e-06,1.0217524766921997,0.1606524288654327,1,1
52,3,32.0,195.0,163.0,211,0.0099066123366355,5.31466817855835,8.879852430254687e-06,1.0076714754104614,0.1892008483409881,1,1
53,0,39.0,195.0,156.0,212,0.0374578796327114,4.111010551452637,5.1869585149688646e-05,1.0118603706359863,0.5923767685890198,1,1
53,1,24.0,195.0,171.0,213,0.013986088335514,4.876564025878906,1.7938427845365368e-05,1.0324914455413818,0.253386378288269,1,1
53,2,197.0,195.0,2.0,214,0.0395031608641147,4.162557601928711,5.200513987801969e-05,1.0415745973587036,0.5944066047668457,0,1
54,3,56.0,195.0,139.0,219,0.0181505922228097,4.791867256164551,2.150174077542033e-05,1.0004370212554932,0.3448840975761413,1,1
55,2,189.0,180.0,9.0,222,0.0342324525117874,4.047904968261719,5.551123831537552e-05,1.0147348642349243,0.6215614080429077,0,1
56,1,42.0,180.0,138.0,225,0.0100625669583678,5.116833686828613,1.2019445421174169e-05,1.0198755264282229,0.194428950548172,1,1
56,2,23.0,180.0,157.0,226,0.0195755921304225,4.644433975219727,2.8425969503587112e-05,1.0070674419403076,0.3826464116573334,1,1
57,0,58.0,180.0,122.0,228,0.013802608475089,5.034812927246094,1.389578483212972e-05,1.017285704612732,0.2529170215129852,1,1
57,2,103.0,180.0,77.0,230,0.0105702327564358,5.123616695404053,1.167086429632036e-05,1.0144257545471191,0.2041405737400055,1,1
57,3,181.0,180.0,1.0,231,0.0268939677625894,4.423609733581543,3.445153561187908e-05,1.0042812824249268,0.4531634449958801,0,1
58,0,181.0,180.0,1.0,232,0.0264682043343782,4.534270286560059,3.183475200785324e-05,1.0039952993392944,0.4402647316455841,0,1
58,3,39.0,180.0,141.0,235,0.0286573786288499,4.317670822143555,3.969256431446411e-05,1.0163146257400513,0.4981995224952698,1,1
59,1,141.0,180.0,39.0,237,0.0144234113395214,5.23366641998291,1.1565456588868985e-05,1.0069530010223389,0.2679654061794281,1,1
59,2,124.0,180.0,56.0,238,0.009040193632245,5.237957954406738,8.874173545336816e-06,1.0117435455322266,0.1573134213685989,1,1
59,3,36.0,180.0,144.0,239,0.031200785189867,4.206776142120361,4.425752194947563e-05,1.03972065448761,0.5322163701057434,1,1
60,0,34.0,180.0,146.0,240,0.0307980701327323,4.155268669128418,4.691459616879001e-05,1.0189435482025146,0.5533939003944397,1,1
60,1,183.0,180.0,3.0,241,0.0249016564339399,4.628428936004639,3.0867813620716333e-05,1.043190598487854,0.4323694407939911,0,1
60,2,98.0,180.0,82.0,242,0.0175387077033519,4.708171367645264,2.368863715673797e-05,1.0012208223342896,0.3285595774650574,1,1
60,3,176.0,180.0,4.0,243,0.0151717280969023,5.21742057800293,1.2716629498754628e-05,1.0043641328811646,0.2824326753616333,0,1
61,0,45.0,180.0,135.0,244,0.0103630861267447,5.124608039855957,1.1354169146216009e-05,1.0557485818862915,0.1824078261852264,1,1
61,1,17.0,180.0,163.0,245,0.0256200954318046,4.378695964813232,3.83211845473852e-05,1.0270777940750122,0.474841833114624,1,1
61,2,20.0,180.0,160.0,246,0.0182526130229234,5.025094985961914,1.6960979337454773e-05,1.1112850904464722,0.3134282231330871,1,1
61,3,67.0,180.0,113.0,247,0.0097796749323606,5.347512245178223,8.189450454665348e-06,1.0263092517852783,0.1824384778738021,1,1
62,0,131.0,180.0,49.0,248,0.0176113285124301,4.892310619354248,1.876716487458907e-05,1.013551950454712,0.3080084919929504,1,1
62,1,65.0,180.0,115.0,249,0.0313273929059505,4.2283034324646,4.564585105981678e-05,1.0168452262878418,0.545364499092102,1,1
62,2,348.0,180.0,168.0,250,0.0193813163787126,5.074645042419434,1.8940205336548388e-05,1.0314581394195557,0.3488959670066833,1,1
62,3,177.0,180.0,3.0,251,0.0196770448237657,4.748908042907715,2.513057188480161e-05,1.0049604177474976,0.3773106336593628,0,1
63,0,181.0,180.0,1.0,252,0.0238573513925075,4.8621954917907715,2.540599962230772e-05,1.0153545141220093,0.4107066988945007,0,1
63,3,67.0,180.0,113.0,255,0.01275678537786,5.204383850097656,1.1352172805345616e-05,1.0576423406600952,0.2353162914514541,1,1
64,0,176.0,180.0,4.0,256,0.0163967739790678,4.769784927368164,2.1618576283799484e-05,1.0006685256958008,0.2797605991363525,0,1
64,1,0.0,180.0,180.0,257,0.0143720069900155,5.221993446350098,1.1694114618876483e-05,1.0777645111083984,0.2400493025779724,1,1
64,2,183.0,180.0,3.0,258,0.0311984196305274,4.5467095375061035,3.7013563996879384e-05,1.0054904222488403,0.4979818761348724,0,1
65,0,174.0,180.0,6.0,260,0.0145279541611671,5.155683517456055,1.3288108675624244e-05,1.0401912927627563,0.269399493932724,0,1
65,2,345.0,180.0,165.0,262,0.0129989245906472,5.418993949890137,8.397392775805201e-06,1.0595287084579468,0.1588805615901947,1,1
65,3,189.0,180.0,9.0,263,0.0317414253950119,4.261219024658203,4.654308577300981e-05,1.009142279624939,0.5632373094558716,0,1
66,0,194.0,180.0,14.0,264,0.0136513421311974,5.305314064025879,9.749289347382728e-06,1.0072330236434937,0.2506706714630127,0,1
66,1,138.0,180.0,42.0,265,0.0399279259145259,4.05704402923584,5.99069899180904e-05,1.0025297403335571,0.6540395021438599,1,1
66,2,180.0,180.0,0.0,266,0.0323516689240932,4.313968658447266,4.3313324567861855e-05,1.003243923187256,0.5329570174217224,0,1
67,0,185.0,180.0,5.0,268,0.0138207226991653,5.409420967102051,8.607526069681626e-06,1.0108261108398438,0.243945762515068,0,1
67,1,92.0,180.0,88.0,269,0.0119630927219986,5.275758743286133,1.0101494808623102e-05,1.0039095878601074,0.2282365560531616,1,1
67,2,196.0,180.0,16.0,270,0.038941815495491,4.113473892211914,5.5001128203002736e-05,1.0017842054367063,0.6137502789497375,0,1
68,0,190.0,180.0,10.0,272,0.0270536057651042,4.587088584899902,3.416306208237074e-05,1.0392366647720337,0.4682004451751709,0,1
68,2,185.0,180.0,5.0,274,0.0263172909617424,4.6126508712768555,3.323009514133446e-05,1.0123834609985352,0.4662057757377624,0,1
69,0,179.0,180.0,1.0,276,0.0462452173233032,3.937748670578003,6.611232674913481e-05,1.0175660848617554,0.6748436689376831,0,1
69,2,179.0,180.0,1.0,278,0.0365818031132221,4.244433403015137,4.595657446770929e-05,1.0953350067138672,0.5501556396484375,0,1
70,0,179.0,180.0,1.0,280,0.0332448482513427,4.172177314758301,4.883314613834955e-05,1.012588381767273,0.5644623041152954,0,1
70,2,183.0,180.0,3.0,282,0.035476941615343,4.2961883544921875,4.6334898797795177e-05,1.0262223482131958,0.5577698945999146,0,1
71,0,0.0,180.0,180.0,284,0.022027064114809,4.931955337524414,2.155744914489333e-05,1.0159533023834229,0.3646929264068603,1,1
71,2,187.0,180.0,7.0,286,0.0157785825431346,5.398741245269775,1.0306538570148405e-05,1.0086617469787598,0.2730535268783569,0,1
72,2,47.0,180.0,133.0,290,0.0124372243881225,5.069303512573242,1.276713919651229e-05,1.0168638229370115,0.2319478690624237,1,1
72,3,19.0,180.0,161.0,291,0.0219466648995876,4.416219234466553,3.413818922126666e-05,1.0029144287109375,0.4122899770736694,1,1
73,0,3.0,180.0,177.0,292,0.0143453842028975,5.190500736236572,1.266566505364608e-05,1.0261784791946411,0.2407748401165008,1,1
73,1,86.0,180.0,94.0,293,0.0089089330285787,5.318357467651367,8.143118975567631e-06,1.0223559141159058,0.1729953289031982,1,1
73,2,181.0,180.0,1.0,294,0.0408667139708995,4.051947593688965,5.7215460401494056e-05,1.0327190160751345,0.6261336803436279,0,1
73,3,60.0,180.0,120.0,295,0.0138652622699737,4.9205474853515625,1.6206762666115537e-05,1.014705777168274,0.260729432106018,1,1
74,0,183.0,180.0,3.0,296,0.03743527084589,4.208141803741455,4.9484580813441426e-05,1.055160403251648,0.5751279592514038,0,1
74,1,48.0,180.0,132.0,297,0.0277024246752262,4.315352916717529,4.040899875690229e-05,1.0157759189605713,0.5092138051986694,1,1
74,2,135.0,180.0,45.0,298,0.018126705661416,4.664671897888184,2.5361829102621417e-05,1.00091290473938,0.3570535182952881,1,1
74,3,185.0,180.0,5.0,299,0.0435335598886013,3.919186353683472,6.660403596470132e-05,1.0263540744781494,0.6766442656517029,0,1
75,0,183.0,180.0,3.0,300,0.0429542995989322,4.13961124420166,5.5684697144897655e-05,1.001712203025818,0.6139800548553467,0,1
75,1,74.0,180.0,106.0,301,0.0146422302350401,5.10829496383667,1.528486427559983e-05,1.0006730556488037,0.2866759300231933,1,1
75,3,86.0,180.0,94.0,303,0.0107464902102947,5.3225555419921875,8.547458492103033e-06,1.0091348886489868,0.1953951716423034,1,1
76,1,25.0,180.0,155.0,305,0.028027893975377,4.318288326263428,3.980236942879856e-05,1.023586630821228,0.4884668290615082,1,1
76,3,176.0,180.0,4.0,307,0.0207567792385816,4.920801162719727,2.1557854779530317e-05,1.0278977155685425,0.3672746419906616,0,1
77,0,183.0,180.0,3.0,308,0.0291760973632335,4.448379039764404,3.775902223424055e-05,1.0194902420043943,0.4874442219734192,0,1
77,1,42.0,195.0,153.0,309,0.011722469702363,5.137784957885742,1.2300001799303573e-05,1.0103163719177246,0.2162384688854217,1,1
77,2,39.0,195.0,156.0,310,0.0212678052484989,4.47278356552124,3.1413277611136436e-05,1.0132050514221191,0.397439181804657,1,1
77,3,197.0,195.0,2.0,311,0.0239935833960771,4.95762825012207,2.376304655626882e-05,1.045847773551941,0.4088889956474304,0,1
78,0,44.0,195.0,151.0,312,0.0202779304236173,4.918610572814941,2.1145318896742538e-05,1.0431479215621948,0.35210782289505,1,1
78,2,197.0,195.0,2.0,314,0.0217850767076015,4.693493366241455,2.7995880373055115e-05,1.0032391548156738,0.3805091679096222,0,1
79,0,106.0,195.0,89.0,316,0.0109862852841615,5.253392219543457,9.83590325631667e-06,1.0125402212142944,0.2117778658866882,1,1
79,3,46.0,195.0,149.0,319,0.0155708771198987,4.806639671325684,2.0192093870718963e-05,1.0044554471969604,0.3047206401824951,1,1
80,0,20.0,195.0,175.0,320,0.0237998086959123,4.612212181091309,3.0521285225404426e-05,1.0917396545410156,0.4158068597316742,1,1
80,1,171.0,195.0,24.0,321,0.0254026055335998,4.409152984619141,3.6591234675142914e-05,1.0076956748962402,0.4603195190429687,0,1
80,2,12.0,195.0,177.0,322,0.014415381476283,4.901078701019287,1.842627716541756e-05,1.0108085870742798,0.2737074494361877,1,1
80,3,90.0,195.0,105.0,323,0.0255362559109926,4.528359413146973,3.434317477513105e-05,1.0346062183380127,0.4670761227607727,1,1
81,1,182.0,195.0,13.0,325,0.0076548047363758,5.409154415130615,6.2519593484466895e-06,1.0071282386779783,0.1360583901405334,0,1
81,2,90.0,195.0,105.0,326,0.0090880710631608,5.324368000030518,8.177245945262257e-06,1.0645831823349,0.1682271063327789,1,1
81,3,64.0,195.0,131.0,327,0.0207929629832506,4.6788411140441895,2.574481550254859e-05,1.0205543041229248,0.3767651915550232,1,1
82,0,44.0,195.0,151.0,328,0.0396092273294925,4.016221523284912,5.841298116138205e-05,1.0105485916137695,0.6364793181419373,1,1
82,1,86.0,195.0,109.0,329,0.0107168797403573,5.1756134033203125,1.0752243724709842e-05,1.0099477767944336,0.2040368020534515,1,1
82,2,93.0,195.0,102.0,330,0.011824207380414,5.256980895996094,9.89641557680443e-06,1.0437318086624146,0.2148560285568237,1,1
82,3,49.0,195.0,146.0,331,0.0193615332245826,4.743803977966309,2.3385227905237116e-05,1.0164566040039062,0.3539738953113556,1,1
83,0,124.0,195.0,71.0,332,0.0119470134377479,5.196486473083496,1.1322598766128069e-05,1.0070189237594604,0.2299607545137405,1,1
83,1,1.0,195.0,166.0,333,0.0095756445080041,5.309449195861816,8.806360710877925e-06,1.041606068611145,0.1624676883220672,1,1
83,2,78.0,195.0,117.0,334,0.0232450179755687,4.642905235290527,3.014312096638605e-05,1.005804419517517,0.4250618815422058,1,1
83,3,194.0,195.0,1.0,335,0.0194558482617139,4.914895534515381,2.0248935470590368e-05,1.0177546739578247,0.3518141210079193,0,1
84,0,48.0,195.0,147.0,336,0.0236214939504861,4.592601776123047,2.958771074190736e-05,1.030460238456726,0.4246728420257568,1,1
84,1,58.0,195.0,137.0,337,0.0100394142791628,5.296802043914795,9.010026587930042e-06,1.0202451944351196,0.1835319846868515,1,1
84,3,36.0,195.0,159.0,339,0.0158500541001558,4.821469306945801,2.0557532479870133e-05,1.0046435594558716,0.3027121126651764,1,1
85,0,34.0,195.0,161.0,340,0.0188111867755651,4.709992408752441,2.545242568885442e-05,1.02931547164917,0.3529433012008667,1,1
85,1,131.0,195.0,64.0,341,0.0247582346200943,4.541379928588867,3.311514592496678e-05,1.031466722488403,0.4471801519393921,1,1
85,3,36.0,195.0,159.0,343,0.0346166715025901,4.105057239532471,5.0749429647112265e-05,1.0225692987442017,0.5849317312240601,1,1
86,0,42.0,195.0,153.0,344,0.0115845734253525,5.173383712768555,1.1589439964154735e-05,1.0541174411773682,0.209771990776062,1,1
86,1,90.0,195.0,105.0,345,0.014712237752974,4.954400539398193,1.788469307939522e-05,1.0482802391052246,0.2800925970077514,1,1
86,2,69.0,195.0,126.0,346,0.0267742499709129,4.353244304656982,3.962292612413876e-05,1.0045983791351318,0.5015419721603394,1,1
86,3,74.0,195.0,121.0,347,0.0115710850805044,5.177781105041504,1.1562374311324676e-05,1.0249778032302856,0.2247907370328903,1,1
87,0,48.0,195.0,147.0,348,0.0257606450468301,4.628815650939941,2.9279377486091107e-05,1.003131628036499,0.4313626289367676,1,1
87,1,111.0,195.0,84.0,349,0.0138737838715314,5.116019248962402,1.3282590771268588e-05,1.03600013256073,0.2560285627841949,1,1
