idx,filename,fs,n_channels,n_samples,gt_angle_deg,srp_angle_deg,abs_err_deg,status
36,test/ma_noisy_speech/OfficeRoom2/static/P0006/TEST_S_OFR2_P0006_P0006W0105.wav,16000,9,37872,41.44058697629462,315.0,86.44058697629464,ok
37,test/ma_noisy_speech/OfficeRoom2/static/P0006/TEST_S_OFR2_P0006_P0006W0036.wav,16000,9,32720,41.44058697629463,90.0,48.55941302370536,ok
38,test/ma_noisy_speech/OfficeRoom2/static/P0006/TEST_S_OFR2_P0006_P0006W0254.wav,16000,9,40256,41.44058697629461,180.0,138.55941302370536,ok
39,test/ma_noisy_speech/OfficeRoom2/static/P0006/TEST_S_OFR2_P0006_P0006W0308.wav,16000,9,47680,41.44058697629461,90.0,48.55941302370539,ok
40,test/ma_noisy_speech/OfficeRoom2/static/P0006/TEST_S_OFR2_P0006_P0006W0251.wav,16000,9,61136,41.44058697629461,180.0,138.55941302370536,ok
41,test/ma_noisy_speech/OfficeRoom2/static/P0006/TEST_S_OFR2_P0006_P0006W0090.wav,16000,9,60816,41.44058697629461,0.5,40.94058697629461,ok
42,test/ma_noisy_speech/OfficeRoom2/static/P0006/TEST_S_OFR2_P0006_P0006W0091.wav,16000,9,58240,41.44058697629461,135.0,93.55941302370536,ok
43,test/ma_noisy_speech/OfficeRoom2/static/P0006/TEST_S_OFR2_P0006_P0006W0282.wav,16000,9,39824,41.44058697629462,315.0,86.44058697629464,ok
44,test/ma_noisy_speech/OfficeRoom2/static/P0006/TEST_S_OFR2_P0006_P0006W0188.wav,16000,9,71728,41.44058697629461,134.0,92.55941302370536,ok
45,test/ma_noisy_speech/OfficeRoom2/static/P0006/TEST_S_OFR2_P0006_P0006W0293.wav,16000,9,47072,41.44058697629461,178.0,136.55941302370536,ok
46,test/ma_noisy_speech/OfficeRoom2/static/P0006/TEST_S_OFR2_P0006_P0006W0273.wav,16000,9,49232,41.4405869762946,270.5,130.94058697629458,ok
47,test/ma_noisy_speech/OfficeRoom2/static/P0006/TEST_S_OFR2_P0006_P0006W0289.wav,16000,9,47360,41.44058697629461,269.5,131.94058697629464,ok
48,test/ma_noisy_speech/OfficeRoom2/static/P0006/TEST_S_OFR2_P0006_P0006W0027.wav,16000,9,84032,41.44058697629461,224.99999999999997,176.44058697629464,ok
49,test/ma_noisy_speech/OfficeRoom2/static/P0006/TEST_S_OFR2_P0006_P0006W0087.wav,16000,9,62000,41.44058697629461,315.0,86.44058697629464,ok
50,test/ma_noisy_speech/OfficeRoom2/static/P0006/TEST_S_OFR2_P0006_P0006W0119.wav,16000,9,59552,41.44058697629461,0.0,41.44058697629461,ok
51,test/ma_noisy_speech/OfficeRoom2/static/P0006/TEST_S_OFR2_P0006_P0006W0074.wav,16000,9,70992,41.44058697629461,136.5,95.05941302370536,ok
52,test/ma_noisy_speech/OfficeRoom2/static/P0006/TEST_S_OFR2_P0006_P0006W0014.wav,16000,9,84832,41.44058697629461,135.5,94.05941302370536,ok
53,test/ma_noisy_speech/OfficeRoom2/static/P0006/TEST_S_OFR2_P0006_P0006W0208.wav,16000,9,76800,41.44058697629462,229.50000000000003,171.94058697629458,ok
54,test/ma_noisy_speech/OfficeRoom2/static/P0006/TEST_S_OFR2_P0006_P0006W0212.wav,16000,9,41376,41.44058697629461,135.5,94.05941302370536,ok
55,test/ma_noisy_speech/OfficeRoom2/static/P0006/TEST_S_OFR2_P0006_P0006W0065.wav,16000,9,60416,41.44058697629461,90.0,48.55941302370539,ok
56,test/ma_noisy_speech/OfficeRoom2/static/P0006/TEST_S_OFR2_P0006_P0006W0124.wav,16000,9,52576,41.44058697629462,135.0,93.55941302370536,ok
57,test/ma_noisy_speech/OfficeRoom2/static/P0006/TEST_S_OFR2_P0006_P0006W0267.wav,16000,9,59696,41.44058697629461,0.0,41.44058697629461,ok
58,test/ma_noisy_speech/OfficeRoom2/static/P0006/TEST_S_OFR2_P0006_P0006W0096.wav,16000,9,38224,41.44058697629462,135.0,93.55941302370536,ok
59,test/ma_noisy_speech/OfficeRoom2/static/P0006/TEST_S_OFR2_P0006_P0006W0098.wav,16000,9,63456,41.44058697629462,0.0,41.44058697629461,ok
60,test/ma_noisy_speech/OfficeRoom2/static/P0006/TEST_S_OFR2_P0006_P0006W0257.wav,16000,9,68240,41.44058697629461,0.0,41.44058697629461,ok
61,test/ma_noisy_speech/OfficeRoom2/static/P0006/TEST_S_OFR2_P0006_P0006W0132.wav,16000,9,43584,41.44058697629461,203.0,161.55941302370536,ok
62,test/ma_noisy_speech/OfficeRoom2/static/P0006/TEST_S_OFR2_P0006_P0006W0252.wav,16000,9,61136,41.44058697629461,114.00000000000001,72.55941302370542,ok
63,test/ma_noisy_speech/OfficeRoom2/static/P0006/TEST_S_OFR2_P0006_P0006W0135.wav,16000,9,47520,41.44058697629461,224.99999999999997,176.44058697629464,ok
64,test/ma_noisy_speech/OfficeRoom2/static/P0006/TEST_S_OFR2_P0006_P0006W0063.wav,16000,9,69680,41.44058697629461,224.99999999999997,176.44058697629464,ok
65,test/ma_noisy_speech/OfficeRoom2/static/P0006/TEST_S_OFR2_P0006_P0006W0177.wav,16000,9,46336,41.44058697629461,136.0,94.55941302370536,ok
66,test/ma_noisy_speech/OfficeRoom2/static/P0006/TEST_S_OFR2_P0006_P0006W0286.wav,16000,9,43440,41.44058697629461,113.5,72.05941302370539,ok
67,test/ma_noisy_speech/OfficeRoom2/static/P0006/TEST_S_OFR2_P0006_P0006W0107.wav,16000,9,36768,41.44058697629463,290.5,110.94058697629464,ok
68,test/ma_noisy_speech/OfficeRoom2/static/P0006/TEST_S_OFR2_P0006_P0006W0078.wav,16000,9,32272,41.44058697629463,178.0,136.55941302370536,ok
69,test/ma_noisy_speech/OfficeRoom2/static/P0006/TEST_S_OFR2_P0006_P0006W0072.wav,16000,9,61136,41.44058697629461,135.0,93.55941302370536,ok
70,test/ma_noisy_speech/OfficeRoom2/static/P0006/TEST_S_OFR2_P0006_P0006W0042.wav,16000,9,57088,41.44058697629461,225.5,175.94058697629464,ok
71,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0214.wav,16000,9,60720,180.5,90.0,90.5,ok
72,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0142.wav,16000,9,42528,180.5,90.0,90.5,ok
73,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0077.wav,16000,9,34464,180.5,180.0,0.5,ok
74,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0158.wav,16000,9,61024,180.5,114.5,66.0,ok
75,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0124.wav,16000,9,52576,180.5,89.5,91.0,ok
76,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0089.wav,16000,9,71040,180.5,90.0,90.5,ok
77,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0060.wav,16000,9,72016,180.5,315.0,134.5,ok
78,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0284.wav,16000,9,44032,180.5,270.0,89.5,ok
79,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0176.wav,16000,9,80912,180.5,315.0,134.5,ok
80,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0208.wav,16000,9,76800,180.5,90.0,90.5,ok
81,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0052.wav,16000,9,70928,180.5,270.0,89.5,ok
82,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0264.wav,16000,9,76768,180.5,315.0,134.5,ok
83,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0170.wav,16000,9,77296,180.5,135.0,45.5,ok
84,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0096.wav,16000,9,38224,180.5,314.0,133.5,ok
85,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0187.wav,16000,9,72544,180.5,90.0,90.5,ok
86,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0145.wav,16000,9,35904,180.5,90.0,90.5,ok
87,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0165.wav,16000,9,51280,180.5,136.0,44.5,ok
88,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0229.wav,16000,9,32128,180.5,180.0,0.5,ok
89,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0040.wav,16000,9,66064,180.5,112.0,68.5,ok
90,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0093.wav,16000,9,66144,180.5,224.99999999999997,44.49999999999997,ok
91,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0091.wav,16000,9,58240,180.5,89.5,91.0,ok
92,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0188.wav,16000,9,71728,180.5,316.0,135.5,ok
93,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0243.wav,16000,9,58960,180.5,90.0,90.5,ok
94,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0094.wav,16000,9,59120,180.5,117.5,63.0,ok
95,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0183.wav,16000,9,43440,180.5,224.99999999999997,44.49999999999997,ok
96,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0226.wav,16000,9,55920,180.5,90.0,90.5,ok
97,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0250.wav,16000,9,83616,180.5,315.0,134.5,ok
98,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0308.wav,16000,9,47680,180.5,45.5,135.0,ok
99,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0231.wav,16000,9,33504,180.5,89.5,91.0,ok
100,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0110.wav,16000,9,36048,180.5,0.0,179.5,ok
101,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0149.wav,16000,9,37776,180.5,315.0,134.5,ok
102,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0288.wav,16000,9,27792,180.5,315.0,134.5,ok
103,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0074.wav,16000,9,70992,180.5,0.0,179.5,ok
104,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0242.wav,16000,9,31616,180.5,135.0,45.5,ok
105,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0217.wav,16000,9,52848,180.5,286.5,106.0,ok
106,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0156.wav,16000,9,74608,180.5,135.0,45.5,ok
107,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0249.wav,16000,9,43584,180.5,197.99999999999997,17.49999999999997,ok
108,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0260.wav,16000,9,58816,180.5,44.99999999999999,135.5,ok
109,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0147.wav,16000,9,55904,180.5,135.0,45.5,ok
110,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0105.wav,16000,9,37872,180.5,0.0,179.5,ok
111,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0058.wav,16000,9,59680,180.5,0.0,179.5,ok
112,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0280.wav,16000,9,35472,180.5,180.0,0.5,ok
113,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0097.wav,16000,9,45344,180.5,44.99999999999999,135.5,ok
114,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0042.wav,16000,9,57088,180.5,44.99999999999999,135.5,ok
115,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0117.wav,16000,9,44896,180.5,106.0,74.5,ok
116,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0169.wav,16000,9,78384,180.5,270.0,89.5,ok
117,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0069.wav,16000,9,41136,180.5,343.0,162.5,ok
118,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0289.wav,16000,9,47360,180.5,0.0,179.5,ok
119,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0292.wav,16000,9,55264,180.5,315.0,134.5,ok
120,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0298.wav,16000,9,54896,180.5,135.5,45.0,ok
121,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0180.wav,16000,9,40928,180.5,135.0,45.5,ok
122,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0119.wav,16000,9,59552,180.5,44.99999999999999,135.5,ok
123,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0082.wav,16000,9,45184,180.5,181.0,0.5,ok
124,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0038.wav,16000,9,53456,180.5,270.0,89.5,ok
125,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0133.wav,16000,9,52864,180.5,315.0,134.5,ok
126,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0107.wav,16000,9,36768,180.5,135.0,45.5,ok
127,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0193.wav,16000,9,42720,180.5,315.0,134.5,ok
128,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0151.wav,16000,9,45776,180.5,270.0,89.5,ok
129,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0025.wav,16000,9,58528,180.5,270.0,89.5,ok
130,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0085.wav,16000,9,44016,180.5,180.0,0.5,ok
131,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0059.wav,16000,9,60848,180.5,90.0,90.5,ok
132,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0271.wav,16000,9,40976,180.5,315.0,134.5,ok
133,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0109.wav,16000,9,45904,180.5,91.0,89.5,ok
134,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0015.wav,16000,9,67520,180.5,114.00000000000001,66.49999999999999,ok
135,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0157.wav,16000,9,50848,180.5,90.0,90.5,ok
136,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0067.wav,16000,9,47216,195.0,0.0,165.0,ok
137,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0081.wav,16000,9,57376,195.0,90.0,105.0,ok
138,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0307.wav,16000,9,43280,195.0,180.0,15.0,ok
139,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0121.wav,16000,9,51136,195.0,271.5,76.5,ok
140,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0104.wav,16000,9,47728,195.0,315.0,120.0,ok
141,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0195.wav,16000,9,46784,195.0,224.99999999999997,29.99999999999997,ok
142,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0179.wav,16000,9,47168,195.0,135.0,60.0,ok
143,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0075.wav,16000,9,60400,195.0,180.0,15.0,ok
144,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0028.wav,16000,9,75344,195.0,180.0,15.0,ok
145,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0154.wav,16000,9,40112,195.0,337.5,142.5,ok
146,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0184.wav,16000,9,69424,195.0,90.0,105.0,ok
147,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0189.wav,16000,9,69344,195.0,0.0,165.0,ok
148,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0035.wav,16000,9,39232,195.0,315.0,120.0,ok
149,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0031.wav,16000,9,60800,195.0,315.0,120.0,ok
150,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0303.wav,16000,9,53456,195.0,181.0,14.0,ok
151,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0032.wav,16000,9,77168,195.0,90.0,105.0,ok
152,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0206.wav,16000,9,54464,195.0,44.99999999999999,150.0,ok
153,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0132.wav,16000,9,43584,195.0,90.0,105.0,ok
154,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0216.wav,16000,9,53280,195.0,44.99999999999999,150.0,ok
155,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0125.wav,16000,9,66512,195.0,135.0,60.0,ok
156,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0033.wav,16000,9,60848,195.0,90.0,105.0,ok
157,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0016.wav,16000,9,68512,195.0,180.0,15.0,ok
158,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0126.wav,16000,9,56352,195.0,270.0,75.0,ok
159,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0222.wav,16000,9,55136,195.0,270.0,75.0,ok
160,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0049.wav,16000,9,40400,195.0,224.99999999999997,29.99999999999997,ok
161,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0018.wav,16000,9,70848,195.0,89.5,105.5,ok
162,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0203.wav,16000,9,59104,195.0,135.0,60.0,ok
163,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0153.wav,16000,9,76656,195.0,46.50000000000001,148.5,ok
164,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0273.wav,16000,9,49232,195.0,224.99999999999997,29.99999999999997,ok
165,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0044.wav,16000,9,41264,195.0,0.0,165.0,ok
166,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0159.wav,16000,9,45040,195.0,181.99999999999997,13.000000000000028,ok
167,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0252.wav,16000,9,61136,195.0,135.0,60.0,ok
168,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0150.wav,16000,9,74416,195.0,178.0,17.0,ok
169,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0045.wav,16000,9,37792,195.0,0.0,165.0,ok
170,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0185.wav,16000,9,33584,195.0,90.0,105.0,ok
171,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0198.wav,16000,9,48080,195.0,180.0,15.0,ok
