batch_idx,sample_idx,pred_angle,gt_angle,abs_error,global_idx,max_prob,entropy,prediction_variance,peak_sharpness,local_concentration,filename,failure_category,predicted_failure
31,3,1.0,180.0,179.0,127,0.0154276173561811,5.093939781188965,1.4245148122427054e-05,1.0914666652679443,0.1856748759746551,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0193.flac,catastrophic,True
31,2,1.0,180.0,179.0,126,0.0166991539299488,5.216931343078613,1.143627378041856e-05,1.1801608800888062,0.2256234884262085,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0107.flac,catastrophic,True
27,3,1.0,180.0,179.0,111,0.070440225303173,3.824735641479492,8.639253064757213e-05,1.07752525806427,0.6501843333244324,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0058.flac,catastrophic,False
23,1,1.0,180.0,179.0,93,0.0182768367230892,5.2692060470581055,1.1163683666381983e-05,1.0271488428115845,0.2592478990554809,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0243.flac,catastrophic,True
69,1,1.0,180.0,179.0,277,0.0133010707795619,5.217717170715332,1.0557078894635197e-05,1.1412911415100098,0.1833089292049408,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0233.flac,catastrophic,True
73,1,1.0,180.0,179.0,293,0.0668805316090583,3.951796054840088,7.527432171627879e-05,1.0239711999893188,0.6759272813796997,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0259.flac,catastrophic,False
345,1,0.0,178.0,178.0,1381,0.0160352252423763,5.203330993652344,1.164595869340701e-05,1.0867879390716553,0.255720317363739,test/ma_noisy_speech/Car-Electric/static/P0002/TEST_S_CARE_P0002_P0002W0046.flac,systematic_bias,True
329,3,0.0,178.0,178.0,1319,0.0223910585045814,4.860894680023193,2.4941007723100483e-05,1.002080321311951,0.3662240207195282,test/ma_noisy_speech/Car-Electric/static/P0002/TEST_S_CARE_P0002_P0002W0225.flac,systematic_bias,True
17,3,2.0,180.0,178.0,71,0.0738238915801048,3.695108652114868,0.0001048425256158,1.0215215682983398,0.7102208137512207,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0214.flac,catastrophic,False
308,1,0.0,178.0,178.0,1233,0.0085226967930793,5.515252113342285,4.347200501797488e-06,1.0546268224716189,0.1422522962093353,test/ma_noisy_speech/Car-Electric/static/P0002/TEST_S_CARE_P0002_P0002W0134.flac,systematic_bias,True
313,2,0.0,178.0,178.0,1254,0.03063883818686,4.349442005157471,4.119035656913184e-05,1.047831892967224,0.4815734922885895,test/ma_noisy_speech/Car-Electric/static/P0002/TEST_S_CARE_P0002_P0002W0284.flac,systematic_bias,False
313,3,0.0,178.0,178.0,1255,0.0107625452801585,5.446433067321777,6.0093093452451285e-06,1.0291355848312378,0.1815588772296905,test/ma_noisy_speech/Car-Electric/static/P0002/TEST_S_CARE_P0002_P0002W0292.flac,systematic_bias,True
314,1,0.0,178.0,178.0,1257,0.0165054053068161,5.182524681091309,1.42301923915511e-05,1.0217390060424805,0.2906062006950378,test/ma_noisy_speech/Car-Electric/static/P0002/TEST_S_CARE_P0002_P0002W0226.flac,systematic_bias,True
366,2,0.0,178.0,178.0,1466,0.0173892695456743,5.148960113525391,1.4326250493468253e-05,1.1050522327423096,0.2829380929470062,test/ma_noisy_speech/Car-Electric/static/P0002/TEST_S_CARE_P0002_P0002W0224.flac,systematic_bias,True
317,2,0.0,178.0,178.0,1270,0.031543955206871,4.527291297912598,3.678345092339441e-05,1.1145933866500854,0.4817227721214294,test/ma_noisy_speech/Car-Electric/static/P0002/TEST_S_CARE_P0002_P0002W0043.flac,systematic_bias,False
319,3,0.0,178.0,178.0,1279,0.0178706385195255,5.122010707855225,1.3889678484702015e-05,1.0789424180984497,0.277221530675888,test/ma_noisy_speech/Car-Electric/static/P0002/TEST_S_CARE_P0002_P0002W0243.flac,systematic_bias,True
361,1,0.0,178.0,178.0,1445,0.0133626759052276,5.292919158935547,9.028151907841677e-06,1.0214537382125854,0.2186565846204757,test/ma_noisy_speech/Car-Electric/static/P0002/TEST_S_CARE_P0002_P0002W0017.flac,systematic_bias,True
359,0,0.0,178.0,178.0,1436,0.024394292384386,4.607141494750977,3.058991569560021e-05,1.0492006540298462,0.4179891347885132,test/ma_noisy_speech/Car-Electric/static/P0002/TEST_S_CARE_P0002_P0002W0055.flac,systematic_bias,True
320,3,0.0,178.0,178.0,1283,0.0357321500778198,4.336918354034424,4.310533404350281e-05,1.0012390613555908,0.5156968832015991,test/ma_noisy_speech/Car-Electric/static/P0002/TEST_S_CARE_P0002_P0002W0200.flac,systematic_bias,False
323,0,0.0,178.0,178.0,1292,0.0325507223606109,4.3802289962768555,3.936601206078194e-05,1.1332926750183103,0.4832556247711181,test/ma_noisy_speech/Car-Electric/static/P0002/TEST_S_CARE_P0002_P0002W0301.flac,systematic_bias,False
326,1,0.0,178.0,178.0,1305,0.0260196384042501,4.692887306213379,2.845353083102964e-05,1.01457417011261,0.4038019180297851,test/ma_noisy_speech/Car-Electric/static/P0002/TEST_S_CARE_P0002_P0002W0063.flac,systematic_bias,True
327,1,0.0,178.0,178.0,1309,0.021407775580883,4.977727890014648,1.964165676326957e-05,1.088454008102417,0.3349976539611816,test/ma_noisy_speech/Car-Electric/static/P0002/TEST_S_CARE_P0002_P0002W0121.flac,systematic_bias,True
330,0,0.0,178.0,178.0,1320,0.0106444731354713,5.370719909667969,7.185852155089378e-06,1.1356366872787476,0.1606475114822387,test/ma_noisy_speech/Car-Electric/static/P0002/TEST_S_CARE_P0002_P0002W0137.flac,systematic_bias,True
346,3,0.0,178.0,178.0,1387,0.02500831335783,4.728477954864502,2.954226511064917e-05,1.0440692901611328,0.4077697098255157,test/ma_noisy_speech/Car-Electric/static/P0002/TEST_S_CARE_P0002_P0002W0072.flac,systematic_bias,True
331,1,0.0,178.0,178.0,1325,0.0163964200764894,5.203944683074951,1.1620434634096457e-05,1.126325011253357,0.247255727648735,test/ma_noisy_speech/Car-Electric/static/P0002/TEST_S_CARE_P0002_P0002W0007.flac,systematic_bias,True
331,3,0.0,178.0,178.0,1327,0.0229799766093492,4.810538291931152,2.601915002742317e-05,1.0261350870132446,0.390455037355423,test/ma_noisy_speech/Car-Electric/static/P0002/TEST_S_CARE_P0002_P0002W0282.flac,systematic_bias,True
332,0,0.0,178.0,178.0,1328,0.0240110624581575,4.864025115966797,2.401225719950162e-05,1.097591519355774,0.3793689310550689,test/ma_noisy_speech/Car-Electric/static/P0002/TEST_S_CARE_P0002_P0002W0040.flac,systematic_bias,True
333,3,0.0,178.0,178.0,1335,0.0214885585010051,5.037586688995361,1.9604618501034565e-05,1.0591716766357422,0.3488438725471496,test/ma_noisy_speech/Car-Electric/static/P0002/TEST_S_CARE_P0002_P0002W0166.flac,systematic_bias,True
334,1,0.0,178.0,178.0,1337,0.0098729524761438,5.442288398742676,5.911622338317102e-06,1.0049042701721191,0.1626985967159271,test/ma_noisy_speech/Car-Electric/static/P0002/TEST_S_CARE_P0002_P0002W0242.flac,systematic_bias,True
334,3,0.0,178.0,178.0,1339,0.013017532415688,5.418059825897217,6.775221663701814e-06,1.1781524419784546,0.1947233378887176,test/ma_noisy_speech/Car-Electric/static/P0002/TEST_S_CARE_P0002_P0002W0286.flac,systematic_bias,True
338,0,0.0,178.0,178.0,1352,0.0094506815075874,5.347568988800049,7.205378551589092e-06,1.0828019380569458,0.1430567800998687,test/ma_noisy_speech/Car-Electric/static/P0002/TEST_S_CARE_P0002_P0002W0135.flac,systematic_bias,True
355,1,0.0,178.0,178.0,1421,0.0140331704169511,5.30715274810791,9.524109373160172e-06,1.0269356966018677,0.2292057871818542,test/ma_noisy_speech/Car-Electric/static/P0002/TEST_S_CARE_P0002_P0002W0096.flac,systematic_bias,True
299,0,0.0,178.0,178.0,1196,0.0228009391576051,4.851607799530029,2.4092856619972736e-05,1.0130783319473269,0.3767505884170532,test/ma_noisy_speech/Car-Electric/static/P0002/TEST_S_CARE_P0002_P0002W0015.flac,systematic_bias,True
153,0,192.0,14.0,178.0,612,0.0166140235960483,5.076913833618164,1.546586827316787e-05,1.0091723203659058,0.2681479454040527,test/ma_noisy_speech/Classroom2/static/0023/TEST_S_CLA2_0023_0154.flac,catastrophic,True
353,2,0.0,178.0,178.0,1414,0.0311461500823497,4.351704120635986,4.148974403506145e-05,1.038021445274353,0.5070117115974426,test/ma_noisy_speech/Car-Electric/static/P0002/TEST_S_CARE_P0002_P0002W0052.flac,systematic_bias,False
352,0,0.0,178.0,178.0,1408,0.0106041692197322,5.355501651763916,7.381685463769827e-06,1.0516576766967771,0.1797582954168319,test/ma_noisy_speech/Car-Electric/static/P0002/TEST_S_CARE_P0002_P0002W0054.flac,systematic_bias,True
348,2,0.0,178.0,178.0,1394,0.0100097758695483,5.486189365386963,5.1981319302285556e-06,1.122586369514465,0.1612038314342498,test/ma_noisy_speech/Car-Electric/static/P0002/TEST_S_CARE_P0002_P0002W0033.flac,systematic_bias,True
347,0,0.0,178.0,178.0,1388,0.0198508128523826,5.078831672668457,1.747776332194917e-05,1.0059659481048584,0.3331843614578247,test/ma_noisy_speech/Car-Electric/static/P0002/TEST_S_CARE_P0002_P0002W0237.flac,systematic_bias,True
369,3,0.0,178.0,178.0,1479,0.0172624737024307,5.146783351898193,1.3398144801612943e-05,1.037556529045105,0.2803259491920471,test/ma_noisy_speech/Car-Electric/static/P0002/TEST_S_CARE_P0002_P0002W0271.flac,systematic_bias,True
305,3,0.0,178.0,178.0,1223,0.0189534779638052,5.106318473815918,1.3923760889156256e-05,1.1838518381118774,0.2738686203956604,test/ma_noisy_speech/Car-Electric/static/P0002/TEST_S_CARE_P0002_P0002W0037.flac,systematic_bias,True
351,2,355.0,178.0,177.0,1406,0.0344953387975692,4.303353309631348,4.453369547263719e-05,1.044224977493286,0.5481452345848083,test/ma_noisy_speech/Car-Electric/static/P0002/TEST_S_CARE_P0002_P0002W0001.flac,catastrophic,False
305,0,355.0,178.0,177.0,1220,0.015682591125369,5.369440078735352,9.436440450372174e-06,1.0395293235778809,0.262243390083313,test/ma_noisy_speech/Car-Electric/static/P0002/TEST_S_CARE_P0002_P0002W0092.flac,catastrophic,True
363,1,355.0,178.0,177.0,1453,0.0354744717478752,4.360063552856445,4.356328645371832e-05,1.0067448616027832,0.5442031621932983,test/ma_noisy_speech/Car-Electric/static/P0002/TEST_S_CARE_P0002_P0002W0262.flac,catastrophic,False
325,0,355.0,178.0,177.0,1300,0.0114106265828013,5.433365821838379,6.555507297889562e-06,1.013886332511902,0.1978341937065124,test/ma_noisy_speech/Car-Electric/static/P0002/TEST_S_CARE_P0002_P0002W0276.flac,catastrophic,True
365,0,355.0,178.0,177.0,1460,0.028957113623619,4.43796443939209,3.905192716047168e-05,1.004855036735535,0.5052446722984314,test/ma_noisy_speech/Car-Electric/static/P0002/TEST_S_CARE_P0002_P0002W0231.flac,catastrophic,True
362,3,1.0,178.0,177.0,1451,0.0210516508668661,4.978228569030762,1.875755151559133e-05,1.069233775138855,0.3062360286712646,test/ma_noisy_speech/Car-Electric/static/P0002/TEST_S_CARE_P0002_P0002W0023.flac,catastrophic,True
362,0,355.0,178.0,177.0,1448,0.0251308139413595,4.812063217163086,2.728530489548575e-05,1.017450928688049,0.4277462363243103,test/ma_noisy_speech/Car-Electric/static/P0002/TEST_S_CARE_P0002_P0002W0110.flac,catastrophic,True
335,1,355.0,178.0,177.0,1341,0.028586832806468,4.432547092437744,3.643902527983301e-05,1.0168684720993042,0.462567925453186,test/ma_noisy_speech/Car-Electric/static/P0002/TEST_S_CARE_P0002_P0002W0018.flac,catastrophic,True
361,0,355.0,178.0,177.0,1444,0.0257958881556987,4.915048599243164,2.5819184884312563e-05,1.01995849609375,0.4302507042884826,test/ma_noisy_speech/Car-Electric/static/P0002/TEST_S_CARE_P0002_P0002W0143.flac,catastrophic,True
360,2,355.0,178.0,177.0,1442,0.020792257040739,4.990201950073242,2.100028723361902e-05,1.0147889852523804,0.3730818033218384,test/ma_noisy_speech/Car-Electric/static/P0002/TEST_S_CARE_P0002_P0002W0090.flac,catastrophic,True
339,0,355.0,178.0,177.0,1356,0.0144407739862799,5.306574821472168,9.3989028755459e-06,1.008259892463684,0.2449645400047302,test/ma_noisy_speech/Car-Electric/static/P0002/TEST_S_CARE_P0002_P0002W0067.flac,catastrophic,True
358,2,1.0,178.0,177.0,1434,0.0203727595508098,5.012273788452148,1.876470196293667e-05,1.016030192375183,0.3432281017303467,test/ma_noisy_speech/Car-Electric/static/P0002/TEST_S_CARE_P0002_P0002W0004.flac,catastrophic,True
340,2,355.0,178.0,177.0,1362,0.0245865490287542,4.977699279785156,2.1787407604278997e-05,1.0843981504440308,0.3929963707923889,test/ma_noisy_speech/Car-Electric/static/P0002/TEST_S_CARE_P0002_P0002W0193.flac,catastrophic,True
341,2,355.0,178.0,177.0,1366,0.0216850694268941,5.102828025817871,1.8293831089977175e-05,1.0628485679626465,0.3562190234661102,test/ma_noisy_speech/Car-Electric/static/P0002/TEST_S_CARE_P0002_P0002W0142.flac,catastrophic,True
357,2,355.0,178.0,177.0,1430,0.0288207456469535,4.569391250610352,3.556641240720637e-05,1.0291856527328491,0.4880822002887726,test/ma_noisy_speech/Car-Electric/static/P0002/TEST_S_CARE_P0002_P0002W0065.flac,catastrophic,True
356,3,355.0,178.0,177.0,1427,0.0165286306291818,5.186794281005859,1.311826054006815e-05,1.0166102647781372,0.2942281663417816,test/ma_noisy_speech/Car-Electric/static/P0002/TEST_S_CARE_P0002_P0002W0133.flac,catastrophic,True
330,3,355.0,178.0,177.0,1323,0.0266120806336402,4.857200622558594,2.5354996978421696e-05,1.162919044494629,0.4055066108703613,test/ma_noisy_speech/Car-Electric/static/P0002/TEST_S_CARE_P0002_P0002W0270.flac,catastrophic,True
351,3,355.0,178.0,177.0,1407,0.0311444327235221,4.479351043701172,3.78696495317854e-05,1.019899606704712,0.5025379657745361,test/ma_noisy_speech/Car-Electric/static/P0002/TEST_S_CARE_P0002_P0002W0162.flac,catastrophic,False
352,3,355.0,178.0,177.0,1411,0.022536888718605,4.993860244750977,2.1438898329506628e-05,1.0477436780929563,0.3831030130386352,test/ma_noisy_speech/Car-Electric/static/P0002/TEST_S_CARE_P0002_P0002W0168.flac,catastrophic,True
319,1,355.0,178.0,177.0,1277,0.0335822850465774,4.284115791320801,4.3637493945425376e-05,1.0612099170684814,0.5254543423652649,test/ma_noisy_speech/Car-Electric/static/P0002/TEST_S_CARE_P0002_P0002W0167.flac,catastrophic,False
355,3,1.0,178.0,177.0,1423,0.019951831549406,5.019650936126709,1.654563493502792e-05,1.056077003479004,0.30138099193573,test/ma_noisy_speech/Car-Electric/static/P0002/TEST_S_CARE_P0002_P0002W0208.flac,catastrophic,True
344,2,355.0,178.0,177.0,1378,0.023040460422635,4.909040927886963,2.300215419381857e-05,1.008226752281189,0.3985580801963806,test/ma_noisy_speech/Car-Electric/static/P0002/TEST_S_CARE_P0002_P0002W0183.flac,catastrophic,True
345,0,355.0,178.0,177.0,1380,0.0107917366549372,5.423896312713623,6.361405212373938e-06,1.0031896829605105,0.1881218254566192,test/ma_noisy_speech/Car-Electric/static/P0002/TEST_S_CARE_P0002_P0002W0260.flac,catastrophic,True
312,1,355.0,178.0,177.0,1249,0.0131526766344904,5.3555450439453125,8.15500970929861e-06,1.0651575326919556,0.2224968522787094,test/ma_noisy_speech/Car-Electric/static/P0002/TEST_S_CARE_P0002_P0002W0081.flac,catastrophic,True
317,1,355.0,178.0,177.0,1269,0.0183140970766544,5.186070442199707,1.4176808690535836e-05,1.0651156902313232,0.3127262592315674,test/ma_noisy_speech/Car-Electric/static/P0002/TEST_S_CARE_P0002_P0002W0032.flac,catastrophic,True
343,1,355.0,178.0,177.0,1373,0.0300118066370487,4.6316399574279785,3.514551281114109e-05,1.031015396118164,0.4824965596199035,test/ma_noisy_speech/Car-Electric/static/P0002/TEST_S_CARE_P0002_P0002W0131.flac,catastrophic,False
348,3,1.0,178.0,177.0,1395,0.0374359749257564,4.2990522384643555,4.445009835762903e-05,1.037122130393982,0.5056023597717285,test/ma_noisy_speech/Car-Electric/static/P0002/TEST_S_CARE_P0002_P0002W0233.flac,catastrophic,False
354,2,355.0,178.0,177.0,1418,0.0186788942664861,5.2822585105896,1.2115150639147032e-05,1.0000320672988892,0.2995601892471313,test/ma_noisy_speech/Car-Electric/static/P0002/TEST_S_CARE_P0002_P0002W0051.flac,catastrophic,True
83,3,11.0,195.0,176.0,335,0.0294235162436962,4.425477981567383,3.890498192049563e-05,1.0084694623947144,0.5113431215286255,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0080.flac,catastrophic,True
356,1,354.0,178.0,176.0,1425,0.0133559079840779,5.382533550262451,7.480579370167106e-06,1.0709669589996338,0.197742760181427,test/ma_noisy_speech/Car-Electric/static/P0002/TEST_S_CARE_P0002_P0002W0197.flac,catastrophic,True
45,3,11.0,195.0,176.0,183,0.0159489791840314,5.208055019378662,1.2503558536991475e-05,1.012532114982605,0.2628200054168701,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0278.flac,catastrophic,True
354,3,354.0,178.0,176.0,1419,0.0106779541820287,5.339108943939209,7.846942935429979e-06,1.0247209072113037,0.1756304949522018,test/ma_noisy_speech/Car-Electric/static/P0002/TEST_S_CARE_P0002_P0002W0164.flac,catastrophic,True
359,3,354.0,178.0,176.0,1439,0.036270510405302,4.098480224609375,5.332122600520961e-05,1.0078847408294678,0.6048501133918762,test/ma_noisy_speech/Car-Electric/static/P0002/TEST_S_CARE_P0002_P0002W0268.flac,catastrophic,False
342,0,354.0,178.0,176.0,1368,0.0133177684620022,5.287521839141846,9.51557740336284e-06,1.020384430885315,0.2252242863178253,test/ma_noisy_speech/Car-Electric/static/P0002/TEST_S_CARE_P0002_P0002W0263.flac,catastrophic,True
37,2,11.0,195.0,176.0,150,0.0162781849503517,4.944714546203613,1.943183997354936e-05,1.0040875673294067,0.3035979270935058,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0303.flac,catastrophic,True
346,2,354.0,178.0,176.0,1386,0.0338075682520866,4.250945091247559,4.771046951645985e-05,1.012412667274475,0.5650447607040405,test/ma_noisy_speech/Car-Electric/static/P0002/TEST_S_CARE_P0002_P0002W0230.flac,catastrophic,False
337,3,354.0,178.0,176.0,1351,0.0145024452358484,5.237313270568848,1.0625812137732282e-05,1.0265251398086548,0.2441772222518921,test/ma_noisy_speech/Car-Electric/static/P0002/TEST_S_CARE_P0002_P0002W0211.flac,catastrophic,True
155,0,190.0,14.0,176.0,620,0.0152215808629989,5.3394951820373535,1.0202064004261048e-05,1.0145263671875,0.2533839643001556,test/ma_noisy_speech/Classroom2/static/0023/TEST_S_CLA2_0023_0109.flac,catastrophic,True
312,2,2.0,178.0,176.0,1250,0.0311656538397073,4.735982894897461,3.05701069009956e-05,1.0193239450454712,0.4118787348270416,test/ma_noisy_speech/Car-Electric/static/P0002/TEST_S_CARE_P0002_P0002W0182.flac,catastrophic,False
369,1,353.0,178.0,175.0,1477,0.0301513392478227,4.661504745483398,3.560171535355039e-05,1.0010099411010742,0.5043395757675171,test/ma_noisy_speech/Car-Electric/static/P0002/TEST_S_CARE_P0002_P0002W0234.flac,catastrophic,False
361,3,353.0,178.0,175.0,1447,0.037369254976511,4.558935165405273,4.2809610022231936e-05,1.015318751335144,0.5396850109100342,test/ma_noisy_speech/Car-Electric/static/P0002/TEST_S_CARE_P0002_P0002W0180.flac,catastrophic,False
327,0,353.0,178.0,175.0,1308,0.0252567958086729,5.051016807556152,2.103862971125636e-05,1.0324835777282717,0.3984928131103515,test/ma_noisy_speech/Car-Electric/static/P0002/TEST_S_CARE_P0002_P0002W0062.flac,catastrophic,True
321,3,352.0,178.0,174.0,1287,0.0329453349113464,4.390057563781738,4.225732118356973e-05,1.0358078479766846,0.537555456161499,test/ma_noisy_speech/Car-Electric/static/P0002/TEST_S_CARE_P0002_P0002W0279.flac,catastrophic,False
367,1,352.0,178.0,174.0,1469,0.0421280935406684,4.164205074310303,5.7799596106633544e-05,1.0026859045028689,0.6301571726799011,test/ma_noisy_speech/Car-Electric/static/P0002/TEST_S_CARE_P0002_P0002W0127.flac,catastrophic,False
65,2,6.0,180.0,174.0,262,0.0239853840321302,5.031989574432373,1.8392689526081085e-05,1.0816234350204468,0.3383455574512481,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0210.flac,catastrophic,True
46,2,21.0,195.0,174.0,186,0.0370415635406971,4.048222541809082,5.523448271560483e-05,1.027470946311951,0.601032018661499,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0285.flac,catastrophic,False
41,3,21.0,195.0,174.0,167,0.0403943583369255,4.107882976531982,5.375948967412114e-05,1.1097983121871948,0.5840848088264465,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0252.flac,catastrophic,False
366,0,352.0,178.0,174.0,1464,0.0347924418747425,4.3736042976379395,4.518191053648479e-05,1.045822024345398,0.5634098052978516,test/ma_noisy_speech/Car-Electric/static/P0002/TEST_S_CARE_P0002_P0002W0107.flac,catastrophic,False
363,3,352.0,178.0,174.0,1455,0.0131139010190963,5.330230236053467,8.636130587547086e-06,1.0109719038009644,0.2245920151472091,test/ma_noisy_speech/Car-Electric/static/P0002/TEST_S_CARE_P0002_P0002W0045.flac,catastrophic,True
368,2,352.0,178.0,174.0,1474,0.0163495540618896,5.261812210083008,1.0915509847109206e-05,1.0027248859405518,0.2662054300308227,test/ma_noisy_speech/Car-Electric/static/P0002/TEST_S_CARE_P0002_P0002W0252.flac,catastrophic,True
47,3,21.0,195.0,174.0,191,0.0140268644317984,5.198243141174316,1.277764567930717e-05,1.0252952575683594,0.2361120879650116,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0209.flac,catastrophic,True
367,3,352.0,178.0,174.0,1471,0.0372907854616642,4.361499309539795,4.543726390693337e-05,1.104121208190918,0.5636556148529053,test/ma_noisy_speech/Car-Electric/static/P0002/TEST_S_CARE_P0002_P0002W0087.flac,catastrophic,False
58,3,6.0,180.0,174.0,235,0.0371058620512485,4.185207366943359,5.2800067351199687e-05,1.009175181388855,0.5764951705932617,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0263.flac,catastrophic,False
339,1,352.0,178.0,174.0,1357,0.0277236830443143,4.821731090545654,2.961525024147704e-05,1.0075035095214844,0.4671967029571533,test/ma_noisy_speech/Car-Electric/static/P0002/TEST_S_CARE_P0002_P0002W0080.flac,catastrophic,True
360,0,352.0,178.0,174.0,1440,0.0319210104644298,4.497401714324951,3.918633592547849e-05,1.0510350465774536,0.5212684869766235,test/ma_noisy_speech/Car-Electric/static/P0002/TEST_S_CARE_P0002_P0002W0042.flac,catastrophic,False
344,1,352.0,178.0,174.0,1377,0.0343748368322849,4.324969291687012,4.354468183009885e-05,1.098678469657898,0.5434582829475403,test/ma_noisy_speech/Car-Electric/static/P0002/TEST_S_CARE_P0002_P0002W0187.flac,catastrophic,False
76,3,7.0,180.0,173.0,307,0.0394803211092948,4.339599609375,5.2857962145935744e-05,1.0244218111038208,0.5904206037521362,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0202.flac,catastrophic,False
47,1,7.0,195.0,172.0,189,0.0327302664518356,4.363873481750488,4.3592499423539266e-05,1.0426560640335083,0.5144876837730408,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0237.flac,catastrophic,False
