energy,abs_error,is_failure
-2.992907,0.7651875824799674,False
-1.9373927,0.7651875824799959,False
-2.5419884,1.7651875824800811,False
-3.2321703,3.765187582479996,False
-3.0874963,0.7651875824799959,False
-2.9649212,0.7651875824800811,False
-2.564955,0.7651875824800243,False
-3.3506935,1.7651875824800527,False
-3.1219277,1.7651875824800811,False
-3.1277175,0.7651875824800243,False
-3.1525512,0.7651875824800527,False
-2.8695946,0.7651875824799959,False
-2.716934,0.7651875824800243,False
-3.0049484,0.7651875824799959,False
-2.760811,0.7651875824799674,False
-2.9321103,1.7651875824799959,False
-2.344198,0.7651875824799674,False
-2.883698,0.32769223926399604,False
-2.1962054,0.32769223926385393,False
-2.8755658,0.32769223926399604,False
-2.7654002,0.32769223926385393,False
-2.0104563,0.672307760736004,False
-2.7680132,0.32769223926399604,False
-2.4334676,0.6723077607361461,False
-1.7763196,3.327692239263854,False
-2.421798,0.6723077607361461,False
-1.729087,0.32769223926385393,False
-2.858255,1.327692239263854,False
-2.3934503,0.3276922392639108,False
-2.6205156,0.6723077607360892,False
-2.8310676,0.6723077607362313,False
-2.2259688,0.6723077607360892,False
-2.6869915,0.3276922392637971,False
-1.5314041,0.6723077607362029,False
-1.8610727,0.6723077607361461,False
-3.1472268,0.32769223926399604,False
-3.0270307,0.3276922392637971,False
-2.4132833,0.3276922392639108,False
-2.4850197,0.32769223926385393,False
-2.5005136,0.32769223926385393,False
-2.9077227,0.32769223926385393,False
-2.496938,0.32769223926399604,False
-1.7554064,0.6723077607361461,False
-2.8212142,0.6723077607361176,False
-2.3838606,0.32769223926385393,False
-2.010061,0.32769223926385393,False
-2.0325499,0.3276922392637971,False
-2.803895,0.32769223926385393,False
-2.1986198,0.6723077607361461,False
-2.69567,0.3276922392637971,False
-1.6152766,0.3276922392637971,False
-3.0706835,0.32769223926385393,False
-3.3141677,1.3276922392639108,False
-2.643222,0.32769223926385393,False
-2.6428804,0.32769223926388236,False
-1.8231705,0.32769223926385393,False
-2.6391275,0.32769223926385393,False
-2.5279193,0.6723077607361461,False
-2.4571183,0.3276406512300696,False
-2.539081,0.3276406512300696,False
-2.550285,0.3276406512301264,False
-2.0995226,0.3276406512301264,False
-2.362081,0.327640651230098,False
-2.1209352,0.672359348769902,False
-2.769852,0.327640651230098,False
-2.5405931,1.3276406512300696,False
-2.7248597,1.3276406512301264,False
-2.2535114,0.3276406512301264,False
-2.7734694,0.32764065123004116,False
-2.5922694,0.6723593487699304,False
-1.8309065,0.6723593487699304,False
-2.8664224,0.32764065123004116,False
-2.437985,0.3276406512301264,False
-2.0823925,0.327640651230098,False
-2.989526,0.3276406512300696,False
-2.534205,0.672359348769902,False
-2.3990684,1.327640651230098,False
-2.210211,0.32764065123004116,False
-3.625408,0.3276406512301264,False
-1.8071831,0.32764065123004116,False
-2.2701688,0.3276406512300696,False
-2.5791035,0.3276406512300696,False
-2.0498452,0.6723593487699304,False
-2.7465365,0.3276406512300696,False
-2.4450953,1.3276406512301264,False
-1.7408693,0.327640651230098,False
-2.4535391,0.3276406512300696,False
-2.5591333,0.32764065123004116,False
-3.154197,1.327640651230098,False
-2.29563,0.6723593487699304,False
-2.3599172,0.3276406512300696,False
-2.5190525,0.3276406512300696,False
-2.5884733,0.3276406512301264,False
-2.610381,0.672359348769902,False
-2.707524,1.327640651230098,False
-2.4403362,0.3276406512300696,False
-2.5865536,0.3276406512301264,False
-3.111444,0.327640651230098,False
-2.072279,0.6723593487699304,False
-2.3888366,0.3276406512301264,False
-2.772439,1.6258509880068175,False
-3.0155761,2.6258509880068175,False
-2.8817456,2.625850988006846,False
-2.7202382,1.6258509880068743,False
-3.0359297,1.6258509880068175,False
-2.4811504,2.6258509880068743,False
-3.2629275,1.6258509880068175,False
-2.844685,2.625850988006789,False
-2.672574,1.6258509880068175,False
-2.5134292,1.625850988006846,False
-3.0406947,1.6258509880069028,False
-2.9385617,1.6258509880068175,False
-2.4844239,2.625850988006789,False
-2.731338,2.625850988006789,False
-2.6335187,1.625850988006846,False
-2.6466572,1.6258509880068175,False
-3.1985266,2.625850988006846,False
-2.413748,2.6258509880068175,False
-1.8390228,0.6258509880068743,False
-3.0853305,2.6258509880068175,False
-2.5302384,2.6258509880068175,False
-2.9684787,1.625850988006846,False
-2.6962557,1.6258509880067606,False
-2.7588234,2.625850988006846,False
-2.5020618,1.625850988006846,False
-3.2093759,1.625850988006846,False
-2.1700044,0.6258509880068175,False
-2.9318604,1.6258509880068175,False
-2.0962589,2.6258509880068175,False
-2.144836,2.625850988006846,False
-2.2627926,2.6258509880068175,False
-2.4248497,1.6258509880068743,False
-2.454126,2.6258509880069028,False
-2.1733,0.6258509880069028,False
-1.9216721,2.6258509880068175,False
-3.0469742,1.625850988006789,False
-2.393368,1.625850988006789,False
-2.930735,2.625850988006846,False
-2.492304,0.6258509880068175,False
-2.7298388,2.625850988006789,False
-2.3020594,2.625850988006789,False
-2.420321,2.625850988006789,False
-2.6184468,2.6258509880067606,False
-2.68835,2.625850988006789,False
-2.6939318,2.625850988006789,False
-2.3432841,2.6258509880068743,False
-2.2536561,0.6145375445244383,False
-3.0112734,3.614537544524495,False
-3.2303503,2.6145375445245236,False
-2.759157,0.6145375445244383,False
-2.7891555,0.6145375445244667,False
-2.5799916,0.614537544524353,False
-2.687949,0.6145375445244667,False
-3.1609714,1.6145375445244383,False
-2.7280223,0.6145375445244383,False
-2.779197,0.6145375445244383,False
-3.0084088,0.6145375445244667,False
-2.703225,0.6145375445244383,False
-2.1905022,1.6145375445244383,False
-3.0792599,0.6145375445245236,False
-2.6775324,0.6145375445243815,False
-2.53755,0.6145375445244667,False
-3.26053,0.6145375445244667,False
-2.6402767,0.6145375445243815,False
-2.7429774,0.614537544524353,False
-2.5494752,0.6145375445244383,False
-2.8033056,0.6145375445244383,False
-2.621913,0.6145375445244667,False
-3.1211512,0.6145375445244667,False
-2.816743,0.6145375445244952,False
-2.9550955,0.6145375445244383,False
-3.1013386,0.6145375445244667,False
-2.6870465,0.6145375445244383,False
-3.4285185,0.6145375445244667,False
-2.9391103,0.6145375445244383,False
-3.0812767,0.6145375445244099,False
-2.1401086,1.3255833502824999,False
-2.084417,0.6744166497175286,False
-2.5052464,0.674416649717557,False
-2.7505262,0.32558335028247143,False
-2.6741214,0.32558335028238616,False
-2.4659398,0.32558335028247143,False
-3.0559077,0.32558335028249985,False
-2.5221257,0.32558335028238616,False
-2.8763561,0.6744166497175001,False
-2.333996,0.674416649717557,False
-2.2874262,1.3255833502824999,False
-2.3933012,0.325583350282443,False
-2.1478434,0.32558335028247143,False
-2.2999396,0.32558335028247143,False
-1.8971925,1.3255833502824999,False
-1.9130558,0.32558335028238616,False
-2.1080134,0.674416649717557,False
-2.2666552,0.32558335028238616,False
-2.672622,0.6744166497176138,False
-3.0018804,0.32558335028247143,False
-2.4574122,0.6744166497175001,False
-3.119544,0.32558335028249985,False
-2.4918356,0.6744166497175001,False
-2.4142158,0.325583350282443,False
-2.2658634,0.325583350282443,False
-2.2747393,0.325583350282443,False
-2.1341088,0.32558335028247143,False
-2.044977,0.325583350282443,False
-2.4171734,0.32558335028249985,False
-2.596977,1.3255833502824999,False
-3.4663389,1.3255833502824714,False
-2.5719273,0.325583350282443,False
-1.5475729,0.6744166497175286,False
-2.453064,0.32558335028249985,False
-2.2997134,0.32558335028238616,False
-2.8280323,0.32558335028247143,False
-2.3422678,1.3255833502824714,False
-2.0318277,0.32558335028249985,False
-1.9940408,0.32558335028249985,False
-2.6960251,0.325583350282443,False
-2.6076941,0.32558335028247143,False
-2.7117133,0.32558335028249985,False
-1.8218184,0.32558335028247143,False
-2.5817468,0.6744166497175001,False
-2.8463464,1.3255833502824999,False
-2.4535577,0.32558335028247143,False
-2.506559,0.325583350282443,False
-1.7689406,0.32558335028249985,False
-2.448845,0.32558335028247143,False
-2.6009953,0.32558335028247143,False
-3.200357,4.765661379385961,False
-3.2976904,1.1295624519230785,False
-3.4380226,0.12956245192307847,False
-3.5755098,0.12956245192305005,False
-3.440765,0.87043754807695,False
-3.135426,1.12956245192305,False
-3.6160052,1.12956245192305,False
-3.413086,0.7325873413043382,False
-3.3958616,2.2674126586956618,False
-3.4656956,1.7325873413043382,False
-3.2393,0.7325873413043382,False
-3.3777306,1.2674126586956618,False
-3.609513,1.2674126586956618,False
-3.1316526,1.2674126586956618,False
-2.7407925,1.2674126586956618,False
-3.187882,2.760179704318176,False
-4.1621118,2.760179704318176,False
-4.0026193,3.760179704318176,False
-3.2702692,1.74471996563571,False
-2.9805443,1.7447199656357952,False
-2.8082144,5.744719965635795,False
-3.216525,3.7447199656357384,False
-3.2505584,2.7447199656356815,False
-3.5688818,3.744719965635767,False
-2.997931,5.744719965635767,False
-2.852709,3.7447199656357384,False
-3.3214624,1.7447199656357668,False
-3.2166483,1.74471996563571,False
-3.3139634,1.7447199656357952,False
-3.3023689,1.7447199656357668,False
-3.1769464,2.9700733055555872,False
-2.7987573,2.9700733055555872,False
-2.9052768,2.970073305555559,False
-3.0480597,1.9700733055555304,False
-3.1305258,1.9700733055556157,False
-2.7994602,1.9700733055556157,False
-3.1155717,1.9700733055556157,False
-2.956971,1.9700733055556157,False
-2.9661922,1.9700733055555872,False
-2.853049,0.029926694444469604,False
-2.9232635,1.9700733055556157,False
-3.049049,1.9700733055555872,False
-3.186649,1.4165794433198187,False
-3.2984488,0.41657944331981867,False
-3.017916,2.416579443319847,False
-2.996479,1.416579443319847,False
-3.3221605,1.4165794433197902,False
-3.3406665,0.3827653148404693,False
-3.4714112,0.3827653148404693,False
-3.671661,0.38276531484044085,False
-3.435055,0.3827653148404693,False
-3.4894044,0.3827653148404693,False
-3.4568992,0.3827653148404977,False
-3.9089847,3.977372846560854,False
-3.883391,3.1842015612243983,False
-3.425093,2.6295984846827025,False
-3.5489979,5.6295984846827025,False
-3.5177808,5.6295984846827025,False
-3.318164,2.629598484682674,False
-3.3807018,2.629598484682674,False
-3.4767723,2.6295984846827025,False
-3.3272824,4.629598484682674,False
-3.34955,2.629598484682674,False
-3.4009397,2.6295984846827025,False
-3.3283412,3.011891393518482,False
-3.4422703,0.53188808459592,False
-3.4527225,0.5318880845959484,False
-3.7217119,0.5318880845959484,False
-3.5715983,0.5318880845959484,False
-3.8216329,0.5318880845960052,False
-3.3838453,0.024845173116119668,False
-3.1539578,1.9751548268838803,False
-2.8650835,1.9751548268838235,False
-3.0678945,0.02484517311614809,False
-3.060619,1.3975782148759777,False
-3.2087412,0.39757821487597766,False
-3.5232365,1.3975782148760914,False
-3.40156,1.397578214876006,False
-2.6277273,1.397578214876006,False
-2.918681,2.3975782148759777,False
-3.5009272,3.884003832038843,False
-4.227903,2.884003832038843,False
-2.4826417,0.08920489473672433,False
-2.9099698,0.9107951052632188,False
-2.5001087,2.0892048947367243,False
-2.0259585,0.9107951052633325,False
-2.8439956,2.8311984428571293,False
-3.1186316,0.8311984428571577,False
-3.0210893,0.8311984428571293,False
-2.9057014,1.8311984428571293,False
-3.0433764,2.8311984428571293,False
-2.8121016,2.8311984428571577,False
-2.9790344,2.8311984428571577,False
-3.2615898,0.3029708558246682,False
-3.024347,1.6970291441753318,False
-3.3853626,1.6970291441753318,False
-2.461608,2.302970855824668,False
-3.2375555,1.6970291441753318,False
-3.5897825,1.6970291441753318,False
-3.4870682,1.6970291441753318,False
-3.3124194,2.697029144175332,False
-3.397414,1.6970291441753318,False
-3.3295188,0.3029708558246682,False
-3.1144335,1.7788393676767669,False
-3.3328187,2.221160632323233,False
-3.0105314,0.7788393676767669,False
-3.4872203,1.2211606323232331,False
-3.0631576,1.2211606323232331,False
-3.3634403,0.22116063232323313,False
-3.9193885,3.2898419246861863,False
-2.9206092,0.7106837469690959,False
-2.9332488,0.7106837469690959,False
-3.0742583,0.7106837469690959,False
-2.907385,0.7106837469690959,False
-1.7357022,1.2893162530309041,False
-2.9717693,0.7106837469690959,False
-2.687488,1.2893162530309041,False
-3.237855,0.7106837469690959,False
-3.3550825,2.289316253030904,False
-2.513465,0.7106837469690959,False
-1.95206,1.2893162530309041,False
-2.6268642,1.2893162530309041,False
-3.0382335,1.2893162530309041,False
-2.8036053,0.7106837469691243,False
-2.571658,1.2893162530309041,False
-3.3018112,0.7106837469690959,False
-2.7846415,1.2893162530309041,False
-3.2305818,0.7106837469690959,False
-2.274192,1.2893162530309041,False
-2.1552665,1.2893162530309041,False
-2.5227828,1.2893162530309041,False
-2.3286455,1.7106837469690959,False
-3.115201,1.2893162530309041,False
-2.9951658,0.7106837469690959,False
-3.1160593,0.7106837469690959,False
-2.5099332,0.7106837469690959,False
-0.87928706,1.2893162530309041,False
-2.9053886,0.7106837469690959,False
-2.0053463,1.2893162530309041,False
-2.1102397,1.2893162530309041,False
-3.345777,0.7106837469690959,False
-2.9047277,1.2893162530309041,False
-2.6583493,2.0925441010101054,False
-3.5270927,1.8799422295597594,False
-4.0784173,0.879942229559731,False
-3.8128004,2.8799422295597594,False
-3.7970517,1.879942229559731,False
-3.9682927,2.8799422295597594,False
-3.6106277,1.879942229559731,False
-4.043677,2.879942229559731,False
-3.540009,0.8799422295597594,False
-3.4857745,0.879942229559731,False
-3.6398997,2.879942229559731,False
-3.969472,0.120057770440269,False
-3.858577,0.879942229559731,False
-3.6848278,0.8799422295597594,False
-3.3978233,1.8799422295597878,False
-3.042027,2.879942229559731,False
-3.2855124,1.879942229559731,False
-3.9430919,0.879942229559731,False
-3.7146623,0.879942229559731,False
-3.8037174,1.8799422295597878,False
-3.791809,2.8799422295597594,False
-4.1337686,2.879942229559731,False
-3.156745,0.120057770440269,False
-4.088008,1.879942229559731,False
-3.8042812,1.879942229559731,False
-3.6404405,1.8799422295597594,False
-3.3457365,1.879942229559731,False
-3.7040682,2.8799422295597594,False
-3.361952,1.879942229559731,False
-3.8066225,1.8799422295597594,False
-3.903963,0.120057770440269,False
-3.5954006,0.879942229559731,False
-4.0966,2.879942229559731,False
-4.0658507,2.879942229559731,False
-3.557055,0.120057770440269,False
-3.5491383,1.8799422295597594,False
-3.6575322,1.8799422295597594,False
-4.023166,1.879942229559731,False
-3.5700548,2.879942229559731,False
-3.985612,2.879942229559731,False
-3.9881394,2.8799422295597594,False
-3.8085036,0.8799422295597594,False
-2.849492,0.6617047836515155,False
-1.4325124,0.6617047836515155,False
-3.3751564,0.6617047836515155,False
-2.0353098,0.6617047836515155,False
-1.8986557,1.338295216348513,False
-2.8039882,1.661704783651487,False
-2.725553,0.3382952163484845,False
-2.918295,0.6617047836515155,False
-2.7746334,1.661704783651487,False
-2.5781307,1.661704783651487,False
-2.2160082,0.6617047836514871,False
-2.2364182,1.6617047836515155,False
-1.2447916,0.6617047836514871,False
-0.6736754,2.338295216348456,False
-3.014215,0.6617047836514871,False
-3.239399,2.661704783651487,False
-2.2034123,0.6617047836515155,False
-1.8919557,1.338295216348513,False
